time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,change_measure,social_worker_stability,number,percentage
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Social worker changes across 12 months,With two or more social worker changes,41,29
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Social worker changes over 24 months,Total,142,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Social worker changes over 24 months,With no social worker change,14,10
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Social worker changes over 24 months,With one social worker change,32,23
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Social worker changes over 24 months,With two or more social worker changes,96,68
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Social worker changes across 12 months,Total,156,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Social worker changes across 12 months,With no social worker change,57,37
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Social worker changes across 12 months,With one social worker change,61,39
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Social worker changes across 12 months,With two or more social worker changes,38,24
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Social worker changes over 24 months,Total,156,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Social worker changes over 24 months,With no social worker change,33,21
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Social worker changes over 24 months,With one social worker change,31,20
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Social worker changes over 24 months,With two or more social worker changes,92,59
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Social worker changes across 12 months,Total,273,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Social worker changes across 12 months,With no social worker change,114,42
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Social worker changes across 12 months,With one social worker change,77,28
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Social worker changes across 12 months,With two or more social worker changes,82,30
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Social worker changes over 24 months,Total,273,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Social worker changes over 24 months,With no social worker change,15,5
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Social worker changes over 24 months,With one social worker change,103,38
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Social worker changes over 24 months,With two or more social worker changes,155,57
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Social worker changes across 12 months,Total,195,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Social worker changes across 12 months,With no social worker change,59,30
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Social worker changes across 12 months,With one social worker change,68,35
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Social worker changes across 12 months,With two or more social worker changes,68,35
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Social worker changes over 24 months,Total,195,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Social worker changes over 24 months,With no social worker change,30,15
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Social worker changes over 24 months,With one social worker change,34,17
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Social worker changes over 24 months,With two or more social worker changes,131,67
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Social worker changes across 12 months,Total,114,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Social worker changes across 12 months,With no social worker change,16,14
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Social worker changes across 12 months,With one social worker change,29,25
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Social worker changes across 12 months,With two or more social worker changes,69,61
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Social worker changes over 24 months,Total,114,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Social worker changes over 24 months,With no social worker change,8,7
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Social worker changes over 24 months,With one social worker change,10,9
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Social worker changes over 24 months,With two or more social worker changes,96,84
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Social worker changes across 12 months,Total,98,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Social worker changes across 12 months,With no social worker change,32,33
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Social worker changes across 12 months,With one social worker change,38,39
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Social worker changes across 12 months,With two or more social worker changes,28,29
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Social worker changes over 24 months,Total,98,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Social worker changes over 24 months,With no social worker change,10,10
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Social worker changes over 24 months,With one social worker change,28,29
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Social worker changes over 24 months,With two or more social worker changes,60,61
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,Social worker changes across 12 months,Total,396,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,Social worker changes across 12 months,With no social worker change,143,36
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,Social worker changes across 12 months,With one social worker change,101,26
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,Social worker changes across 12 months,With two or more social worker changes,152,38
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,Social worker changes over 24 months,Total,396,100
