time_period,time_identifier,geographic_level,country_code,country_name,cla_group,population_group,characteristic,move_measure,school_stability,number,percentage
2021,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Youth justice legal statuses,Mid-year moves,Total children,50,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Youth justice legal statuses,Mid-year moves,With no mid-year moves during the year,50,98
2021,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Youth justice legal statuses,Mid-year moves,With one or more mid-year moves during the year,c,c
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Any moves,Total children,38080,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Any moves,With no moves during the year,33300,87
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Any moves,With one or more moves during the year,4780,13
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Mid-year moves,Total children,38080,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Mid-year moves,With no mid-year moves during the year,35490,93
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Mid-year moves,With one or more mid-year moves during the year,2590,7
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Any moves,Total children,560,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Any moves,With no moves during the year,510,91
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Any moves,With one or more moves during the year,50,9
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Mid-year moves,Total children,560,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Mid-year moves,With no mid-year moves during the year,530,94
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Mid-year moves,With one or more mid-year moves during the year,30,6
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Any moves,Total children,220,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Any moves,With no moves during the year,190,85
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Any moves,With one or more moves during the year,30,15
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Mid-year moves,Total children,220,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Mid-year moves,With no mid-year moves during the year,200,89
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Mid-year moves,With one or more mid-year moves during the year,20,11
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Any moves,Total children,160,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Any moves,With no moves during the year,120,74
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Any moves,With one or more moves during the year,40,26
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Mid-year moves,Total children,160,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Mid-year moves,With no mid-year moves during the year,130,83
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Mid-year moves,With one or more mid-year moves during the year,30,17
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Any moves,Total children,20,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Any moves,With no moves during the year,20,86
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Any moves,With one or more moves during the year,c,c
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Mid-year moves,Total children,20,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Mid-year moves,With no mid-year moves during the year,20,91
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Mid-year moves,With one or more mid-year moves during the year,c,c
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Any moves,Total children,3030,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Any moves,With no moves during the year,2720,90
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Any moves,With one or more moves during the year,310,10
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Mid-year moves,Total children,3030,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Mid-year moves,With no mid-year moves during the year,2820,93
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Mid-year moves,With one or more mid-year moves during the year,210,7
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Any moves,Total children,30,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Any moves,With no moves during the year,30,83
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Any moves,With one or more moves during the year,c,c
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Mid-year moves,Total children,30,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Mid-year moves,With no mid-year moves during the year,30,93
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Mid-year moves,With one or more mid-year moves during the year,c,c
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Any moves,Total children,2260,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Any moves,With no moves during the year,1910,85
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Any moves,With one or more moves during the year,350,15
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Mid-year moves,Total children,2260,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Mid-year moves,With no mid-year moves during the year,2050,91
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Mid-year moves,With one or more mid-year moves during the year,200,9
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Any moves,Total children,44350,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Any moves,With no moves during the year,38780,87
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Any moves,With one or more moves during the year,5570,13
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Mid-year moves,Total children,44350,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Mid-year moves,With no mid-year moves during the year,41260,93
2021,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Mid-year moves,With one or more mid-year moves during the year,3090,7
2021,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Any moves,Total children,21090,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Any moves,With no moves during the year,18440,87
2021,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Any moves,With one or more moves during the year,2650,13
2021,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Mid-year moves,Total children,21090,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Mid-year moves,With no mid-year moves during the year,19610,93
2021,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Mid-year moves,With one or more mid-year moves during the year,1480,7
2021,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Any moves,Total children,23260,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Any moves,With no moves during the year,20340,87
2021,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Any moves,With one or more moves during the year,2920,13
2021,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Mid-year moves,Total children,23260,100
2021,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Mid-year moves,With no mid-year moves during the year,21660,93
2021,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Mid-year moves,With one or more mid-year moves during the year,1600,7
