time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,activity,number,percentage
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",12,18
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,Total,66,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,"Total in education, employment or training",48,73
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,Total information not known,0,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,Aged 19 to 21,"Total not in education, employment or training",18,27
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,Education other than higher education,30,52
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,In an apprenticeship,z,z
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,In training or employment,c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",13,22
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,Total,58,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,"Total in education, employment or training",43,74
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,Total information not known,0,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 17 to 18,"Total not in education, employment or training",15,26
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,Education other than higher education,32,17
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,Higher education i.e. studies beyond A level,11,6
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,In an apprenticeship,z,z
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,In training or employment,60,32
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",17,9
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",53,28
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",17,9
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,Total,190,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,"Total in education, employment or training",103,54
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,Total information not known,0,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Aged 19 to 21,"Total not in education, employment or training",87,46
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 17 to 18,Education other than higher education,20,34
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 17 to 18,Higher education i.e. studies beyond A level,0,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 17 to 18,In an apprenticeship,z,z
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 17 to 18,In training or employment,9,15
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",28,47
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 17 to 18,Total,59,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 17 to 18,"Total in education, employment or training",29,49
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 17 to 18,Total information not known,0,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 17 to 18,"Total not in education, employment or training",30,51
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 19 to 21,Education other than higher education,c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 19 to 21,Higher education i.e. studies beyond A level,c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 19 to 21,In an apprenticeship,z,z
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 19 to 21,In training or employment,45,26
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",15,9
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",54,31
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",26,15
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 19 to 21,Total,176,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 19 to 21,"Total in education, employment or training",78,44
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 19 to 21,Total information not known,3,2
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Aged 19 to 21,"Total not in education, employment or training",95,54
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 17 to 18,Education other than higher education,41,38
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 17 to 18,Higher education i.e. studies beyond A level,0,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 17 to 18,In an apprenticeship,z,z
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 17 to 18,In training or employment,20,19
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",8,7
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",33,31
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",0,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 17 to 18,Total,107,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 17 to 18,"Total in education, employment or training",61,57
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 17 to 18,Total information not known,5,5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 17 to 18,"Total not in education, employment or training",41,38
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 19 to 21,Education other than higher education,42,16
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 19 to 21,Higher education i.e. studies beyond A level,13,5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 19 to 21,In an apprenticeship,z,z
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 19 to 21,In training or employment,52,20
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",32,12
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",84,32
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",14,5
