time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percentage
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Custody,c,c
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Other,1810,22
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Resignation or closure of provision,30,k
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Responsible/Area authority requests placement to end,120,1
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Standards of care concern,120,1
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,All Placements,20510,35
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Allegation (s47),210,1
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Approval removed,100,k
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Carer requests placement end other than due to child's behaviour,1290,6
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Carer requests placement ends due to child's behaviour,3350,16
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Change in the status of a placement only,3580,17
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Change to/Implementation of care plan,5480,27
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Child requests placement to end,820,4
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Custody,50,k
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Other,4860,24
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Resignation or closure of provision,140,1
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Responsible/Area authority requests placement to end,400,2
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Standards of care concern,230,1
2020,Reporting year,National,E92000001,England,Age,16 years and over,All Placements,15160,26
2020,Reporting year,National,E92000001,England,Age,16 years and over,Allegation (s47),50,k
2020,Reporting year,National,E92000001,England,Age,16 years and over,Approval removed,50,k
2020,Reporting year,National,E92000001,England,Age,16 years and over,Carer requests placement end other than due to child's behaviour,530,4
2020,Reporting year,National,E92000001,England,Age,16 years and over,Carer requests placement ends due to child's behaviour,1920,13
2020,Reporting year,National,E92000001,England,Age,16 years and over,Change in the status of a placement only,1610,11
2020,Reporting year,National,E92000001,England,Age,16 years and over,Change to/Implementation of care plan,4770,31
2020,Reporting year,National,E92000001,England,Age,16 years and over,Child requests placement to end,1470,10
2020,Reporting year,National,E92000001,England,Age,16 years and over,Custody,140,1
2020,Reporting year,National,E92000001,England,Age,16 years and over,Other,4110,27
2020,Reporting year,National,E92000001,England,Age,16 years and over,Resignation or closure of provision,100,1
2020,Reporting year,National,E92000001,England,Age,16 years and over,Responsible/Area authority requests placement to end,310,2
2020,Reporting year,National,E92000001,England,Age,16 years and over,Standards of care concern,100,1
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,All Placements,8440,15
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Allegation (s47),130,2
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Approval removed,60,1
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Carer requests placement end other than due to child's behaviour,560,7
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Carer requests placement ends due to child's behaviour,750,9
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Change in the status of a placement only,2060,24
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Change to/Implementation of care plan,2680,32
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Child requests placement to end,40,1
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Custody,c,c
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Other,1850,22
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Resignation or closure of provision,60,1
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Responsible/Area authority requests placement to end,140,2
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Standards of care concern,120,1
2020,Reporting year,National,E92000001,England,Age,Total,All Placements,58150,100
2020,Reporting year,National,E92000001,England,Age,Total,Allegation (s47),490,1
2020,Reporting year,National,E92000001,England,Age,Total,Approval removed,290,k
2020,Reporting year,National,E92000001,England,Age,Total,Carer requests placement end other than due to child's behaviour,3090,5
2020,Reporting year,National,E92000001,England,Age,Total,Carer requests placement ends due to child's behaviour,6290,11
2020,Reporting year,National,E92000001,England,Age,Total,Change in the status of a placement only,9880,17
2020,Reporting year,National,E92000001,England,Age,Total,Change to/Implementation of care plan,19520,34
2020,Reporting year,National,E92000001,England,Age,Total,Child requests placement to end,2350,4
2020,Reporting year,National,E92000001,England,Age,Total,Custody,190,k
2020,Reporting year,National,E92000001,England,Age,Total,Other,14060,24
2020,Reporting year,National,E92000001,England,Age,Total,Resignation or closure of provision,350,1
2020,Reporting year,National,E92000001,England,Age,Total,Responsible/Area authority requests placement to end,1040,2
2020,Reporting year,National,E92000001,England,Age,Total,Standards of care concern,610,1
2020,Reporting year,National,E92000001,England,Age,Under 1 year,All Placements,5750,10
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Allegation (s47),20,k
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Approval removed,30,k
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Carer requests placement end other than due to child's behaviour,240,4
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Carer requests placement ends due to child's behaviour,30,k
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Change in the status of a placement only,910,16
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Change to/Implementation of care plan,2950,51
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Child requests placement to end,10,k
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Custody,0,0
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Other,1450,25
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Resignation or closure of provision,10,k
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Responsible/Area authority requests placement to end,70,1
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Standards of care concern,50,1
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,All Placements,36710,63
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Allegation (s47),350,1
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Approval removed,200,1
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Carer requests placement end other than due to child's behaviour,2030,6
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Carer requests placement ends due to child's behaviour,3820,10
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Change in the status of a placement only,6680,18
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Change to/Implementation of care plan,12340,34
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Child requests placement to end,1320,4
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Custody,90,k
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Other,8640,24
