"","Web.link","URN","Linked.Education.URN","Provision.type","Registration.date","Registration.status","Name","Address.1","Address.2","Town","County","Postcode","Ofsted.region","Government.Office.Region","Local.authority","Parliamentary.constituency","Sector","Places","Short.break.only.children.s.home","Multi.building.children.s.home","Organisation.which.owns.the.provider","Latest.full.inspection.event.type","Latest.full.inspection.date","Latest.full.inspection.publication.date","Latest.full.inspection.event.number","Overall.experiences.and.progress.of.children.and.young.people","Outcomes.in.education.and.related.learning.activities","Health.services","How.well.children.and.young.people.are.helped.and.protected","The.effectiveness.of.leaders.and.managers","X","X.1"
"400","Ofsted Social Care Provider Webpage","2560305",NA,"Children's home","31/01/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Sandwell","West Bromwich East","Private",3,"","","Blossom Care Group Limited","Full inspection","14/11/2022","11/01/2023",10224666,"Good","","","Good","Good",NA,NA
"401","Ofsted Social Care Provider Webpage","2560648",NA,"Children's home","17/12/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","South Staffordshire","Private",3,"","","First Blue Healthcare Limited","Full inspection","17/01/2023","20/02/2023",10224668,"Good","","","Good","Good",NA,NA
"402","Ofsted Social Care Provider Webpage","2562678",NA,"Children's home","13/01/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Rotherham","Wentworth and Dearne","Private",4,"","","Flourish Childrens Services Ltd","Full inspection","15/03/2022","04/05/2022",10185562,"Outstanding","","","Outstanding","Outstanding",NA,NA
"403","Ofsted Social Care Provider Webpage","2564415",NA,"Children's home","01/05/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","South Ribble","Private",4,"","","Sandcastle Care Ltd","Full inspection","30/11/2022","18/01/2023",10224684,"Good","","","Good","Good",NA,NA
"404","Ofsted Social Care Provider Webpage","2565542",NA,"Children's home","19/12/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Thurrock","Thurrock","Private",2,"","","Nirmal Homes Limited","Full inspection","13/09/2022","14/10/2022",10224688,"Requires improvement to be good","","","Requires improvement to be good","Inadequate",NA,NA
"405","Ofsted Social Care Provider Webpage","2567557",NA,"Children's home","04/03/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Middlesbrough","Middlesbrough South and East Cleveland","Local Authority",2,"","","Middlesbrough Borough Council","Full inspection","24/01/2023","06/03/2023",10224696,"Good","","","Good","Good",NA,NA
"406","Ofsted Social Care Provider Webpage","2538285",NA,"Children's home","26/11/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Hyndburn","Private",6,"","","Union House Nw Ltd","Full inspection","06/09/2022","17/10/2022",10224573,"Good","","","Good","Good",NA,NA
"407","Ofsted Social Care Provider Webpage","2540927",NA,"Children's home","24/07/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Lincolnshire","Gainsborough","Private",3,"","","Esland North Limited","Full inspection","08/03/2023","19/04/2023",10224586,"Good","","","Good","Requires improvement to be good",NA,NA
"408","Ofsted Social Care Provider Webpage","2541033",NA,"Children's home","05/09/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Trafford","Altrincham and Sale West","Private",5,"","","Pure Care Homes Ltd","Full inspection","04/05/2022","30/06/2022",10224587,"Good","","","Good","Outstanding",NA,NA
"409","Ofsted Social Care Provider Webpage","2542024",NA,"Children's home","30/08/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Manchester","Manchester, Gorton","Private",2,"","","Proactive Care (manchester) ltd","Full inspection","01/03/2022","14/04/2022",10186774,"Good","","","Good","Good",NA,NA
"410","Ofsted Social Care Provider Webpage","1223681",NA,"Children's home","14/04/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Burnley","Private",3,"","","Sandcastle Care Ltd","Full inspection","11/10/2022","21/11/2022",10223902,"Good","","","Good","Good",NA,NA
"411","Ofsted Social Care Provider Webpage","1225887",NA,"Children's home","15/01/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","Sittingbourne and Sheppey","Private",2,"","","Benecare Limited","Full inspection","20/06/2022","11/08/2022",10223908,"Good","","","Good","Good",NA,NA
"412","Ofsted Social Care Provider Webpage","1226266",NA,"Children's home","11/01/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","West Sussex","Arundel and South Downs","Private",6,"","","Keys KIN Ltd","Full inspection","26/09/2022","28/11/2022",10223909,"Good","","","Good","Good",NA,NA
"413","Ofsted Social Care Provider Webpage","2646001",NA,"Children's home","25/04/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Calder Valley","Private",6,"","","Compass Childrens Homes Ltd","Full inspection","30/11/2022","26/01/2023",10245000,"Good","","","Good","Good",NA,NA
"414","Ofsted Social Care Provider Webpage","2646995",NA,"Children's home","20/06/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Halifax","Private",3,"","","Restorative Social Care Services Ltd","Full inspection","12/01/2023","06/02/2023",10257792,"Good","","","Good","Outstanding",NA,NA
"415","Ofsted Social Care Provider Webpage","2647153",NA,"Children's home","02/09/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","West Sussex","East Worthing and Shoreham","Local Authority",6,"","","West Sussex County Council","Full inspection","14/12/2022","17/02/2023",10225203,"Good","","","Requires improvement to be good","Good",NA,NA
"416","Ofsted Social Care Provider Webpage","2648208",NA,"Children's home","08/10/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Pendle","Private",1,"","","Esland North Limited","Full inspection","01/11/2022","07/12/2022",10225210,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"417","Ofsted Social Care Provider Webpage","SC039673",NA,"Children's home","19/08/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Rossendale and Darwen","Local Authority",6,"","","Lancashire County Council","Full inspection","15/06/2022","26/07/2022",10222751,"Good","","","Good","Good",NA,NA
"418","Ofsted Social Care Provider Webpage","SC039689",NA,"Children's home","14/11/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Burnley","Local Authority",6,"","","Lancashire County Council","Full inspection","25/10/2022","16/12/2022",10222754,"Good","","","Good","Requires improvement to be good",NA,NA
"419","Ofsted Social Care Provider Webpage","1258831",NA,"Children's home","04/08/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Hampshire","North West Hampshire","Private",3,"","","Arc-HD Services Ltd","Full inspection","27/09/2022","18/11/2022",10224183,"Good","","","Good","Requires improvement to be good",NA,NA
"420","Ofsted Social Care Provider Webpage","1258894",NA,"Children's home","03/08/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicester","Leicester East","Private",6,"","","Happy Children Home Limited","Full inspection","14/09/2021","19/10/2021",10187297,"Good","","","Good","Good",NA,NA
"421","Ofsted Social Care Provider Webpage","1259734",NA,"Children's home","11/09/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Hampshire","North West Hampshire","Local Authority",4,"","","Hampshire County Council","Full inspection","02/11/2022","30/01/2023",10248071,"Good","","","Good","Requires improvement to be good",NA,NA
"422","Ofsted Social Care Provider Webpage","1263129",NA,"Children's home","06/11/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","East Sussex","Lewes","Private",6,"","","Compass Childrens Homes Ltd","Full inspection","06/12/2022","06/02/2023",10224207,"Good","","","Good","Good",NA,NA
"423","Ofsted Social Care Provider Webpage","1263571",NA,"Children's home","17/10/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Gloucestershire","Tewkesbury","Private",5,"","","Flourish (Gloucestershire) Limited","Full inspection","10/08/2022","22/09/2022",10224214,"Good","","","Good","Good",NA,NA
"424","Ofsted Social Care Provider Webpage","1263766",NA,"Children's home","23/10/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Tameside","Denton and Reddish","Local Authority",4,"","","Tameside Metropolitan Borough Council ","Full inspection","02/08/2022","21/09/2022",10242966,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"425","Ofsted Social Care Provider Webpage","1263773",NA,"Children's home","01/12/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicestershire","Bosworth","Private",4,"","","Platform Childcare Ltd","Full inspection","03/10/2022","07/11/2022",10224218,"Good","","","Good","Good",NA,NA
"426","Ofsted Social Care Provider Webpage","1264048",NA,"Children's home","12/09/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Brent","Brent North","Private",4,"","","Stonelake London Limited","Full inspection","26/04/2022","08/06/2022",10224223,"Good","","","Good","Requires improvement to be good",NA,NA
"427","Ofsted Social Care Provider Webpage","1264537",NA,"Children's home","29/11/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Wigan","Wigan","Private",5,"","","ROC Northwest Limited ","Full inspection","11/10/2022","23/11/2022",10224227,"Good","","","Good","Good",NA,NA
"428","Ofsted Social Care Provider Webpage","1264840",NA,"Children's home","04/12/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Coventry","Coventry South","Private",3,"","","Esland North Limited","Full inspection","08/11/2022","28/12/2022",10224230,"Good","","","Good","Good",NA,NA
"429","Ofsted Social Care Provider Webpage","SC044692",NA,"Children's home","04/05/2005","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottinghamshire","Mansfield","Local Authority",4,"","","Nottinghamshire County Council","Full inspection","26/07/2022","21/09/2022",10222798,"Good","","","Good","Good",NA,NA
"430","Ofsted Social Care Provider Webpage","SC044745",NA,"Children's home","29/09/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Staffordshire Moorlands","Private",6,"","","The Partnership Of Care Today","Full inspection","05/07/2022","24/08/2022",10222799,"Good","","","Good","Good",NA,NA
"431","Ofsted Social Care Provider Webpage","SC044880",NA,"Children's home","05/08/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Brighton and Hove","Hove","Local Authority",8,"","","Brighton & Hove City Council","Full inspection","04/05/2022","15/08/2022",10222800,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"432","Ofsted Social Care Provider Webpage","SC397092",NA,"Children's home","01/07/2009","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Telford and Wrekin","The Wrekin","Private",3,"","","Bryn Melyn Care Limited","Full inspection","11/05/2022","08/07/2022",10223187,"Requires improvement to be good","","","Requires improvement to be good","Inadequate",NA,NA
"433","Ofsted Social Care Provider Webpage","SC398377",NA,"Children's home","21/07/2009","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Telford and Wrekin","Telford","Private",4,"","","Hillcrest Childrens Services (2) Limited","Full inspection","25/01/2023","22/03/2023",10223194,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"434","Ofsted Social Care Provider Webpage","SC068206",NA,"Children's home","11/10/2006","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","St Helens","St Helens North","Private",1,"","","Crossway Services Limited","Full inspection","08/03/2023","26/04/2023",10243259,"Good","","","Good","Good",NA,NA
"435","Ofsted Social Care Provider Webpage","2570084",NA,"Children's home","11/12/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","Chesterfield","Private",1,"","","Consistent Quality Support Ltd","Full inspection","15/06/2022","26/07/2022",10224718,"Good","","","Good","Good",NA,NA
"436","Ofsted Social Care Provider Webpage","2572552",NA,"Children's home","26/03/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Devon","Exeter","Private",1,"","","Idem Living Ltd","Full inspection","20/07/2022","22/09/2022",10245564,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"437","Ofsted Social Care Provider Webpage","2662095",NA,"Children's home","16/11/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Hampshire","East Hampshire","Private",2,"","","Cameron & Cooper Limited","Full inspection","05/04/2022","17/05/2022",10225265,"Good","","","Good","Good",NA,NA
"438","Ofsted Social Care Provider Webpage","2662427",NA,"Children's home","18/01/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicestershire","South Leicestershire","Private",3,"","","Changing Lives Care Group Ltd","Full inspection","31/08/2022","30/09/2022",10236857,"Good","","","Good","Good",NA,NA
"439","Ofsted Social Care Provider Webpage","2664175",NA,"Children's home","17/12/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Barking and Dagenham","Dagenham and Rainham","Private",3,"","","Restoring Lives Ltd","Full inspection","11/10/2022","16/11/2022",10225267,"Good","","","Good","Good",NA,NA
"440","Ofsted Social Care Provider Webpage","2665860",NA,"Children's home","13/12/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Suffolk","Ipswich","Private",3,"","","CF Social Work Ltd","Full inspection","20/07/2022","05/09/2022",10225270,"Good","","","Good","Good",NA,NA
