time_period,time_identifier,geographic_level,country_code,country_name,care_leaver_age,cla_group,characteristic,activity_type,number,percentage
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Secure homes and children's homes,Higher education i.e. studies beyond A level,40,2
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Secure homes and children's homes,In an apprenticeship,10,1
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Secure homes and children's homes,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Secure homes and children's homes,In training or employment (excl. apprenticeship),260,13
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Secure homes and children's homes,Information not known,190,9
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Secure homes and children's homes,"Not in education, employment or training",940,48
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Secure homes and children's homes,Total care leavers,1960,100
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Total placement,Education other than higher education,7480,21
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Total placement,Higher education i.e. studies beyond A level,2260,6
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Total placement,In an apprenticeship,660,2
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Total placement,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Total placement,In training or employment (excl. apprenticeship),9160,25
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Total placement,Information not known,2520,7
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Total placement,"Not in education, employment or training",14300,39
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Total placement,Total care leavers,36370,100
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Foster placements,Education other than higher education,740,19
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Foster placements,Higher education i.e. studies beyond A level,540,14
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Foster placements,In an apprenticeship,140,3
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Foster placements,In training or employment,z,z
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Foster placements,In training or employment (excl. apprenticeship),1240,31
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Foster placements,Information not known,220,6
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Foster placements,"Not in education, employment or training",1100,28
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Foster placements,Total care leavers,3970,100
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Education other than higher education,1170,19
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Higher education i.e. studies beyond A level,200,3
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In an apprenticeship,80,1
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment,z,z
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment (excl. apprenticeship),1500,25
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Information not known,310,5
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,"Not in education, employment or training",2850,47
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Total care leavers,6100,100
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other placements,Education other than higher education,10,9
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other placements,Higher education i.e. studies beyond A level,c,c
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other placements,In an apprenticeship,c,c
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other placements,In training or employment,z,z
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other placements,In training or employment (excl. apprenticeship),20,26
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other placements,Information not known,10,15
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other placements,"Not in education, employment or training",40,45
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other placements,Total care leavers,90,100
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other residential settings,Education other than higher education,50,13
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other residential settings,Higher education i.e. studies beyond A level,10,2
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other residential settings,In an apprenticeship,c,c
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other residential settings,In training or employment,z,z
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other residential settings,In training or employment (excl. apprenticeship),70,17
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other residential settings,Information not known,50,14
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other residential settings,"Not in education, employment or training",220,54
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Other residential settings,Total care leavers,400,100
2024,Reporting year,National,E92000001,England,20 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Education other than higher education,30,4
