URN,Provision Type,LA,Sector,GOR,Max/Estimated Places
SC430757,Independent Fostering Agency,Norfolk,Voluntary,East of England,0
SC367371,Independent Fostering Agency,Nottingham City,Private,East Midlands,0
SC043914,Independent Fostering Agency,Nottinghamshire,Private,East Midlands,0
SC450905,Independent Fostering Agency,Shropshire,Private,West Midlands,0
SC026990,Children's Home,Warrington,Private,North West,3
SC386502,Children's Home,Warrington,Private,North West,3
SC386522,Children's Home,Warrington,Private,North West,3
SC456149,Children's Home,Warrington,Private,North West,6
SC456795,Children's Home,Warrington,Private,North West,1
SC456800,Children's Home,Warrington,Private,North West,2
SC429918,Children's Home,Warwickshire,Private,West Midlands,4
SC042147,Children's Home,West Sussex,Private,South East,6
SC456724,Children's Home,West Sussex,Private,South East,4
SC438624,Children's Home,Windsor & Maidenhead,Private,South East,2
SC457560,Children's Home,Wirral,Private,North West,2
SC356565,Children's Home,Wolverhampton,Private,West Midlands,2
SC466993,Children's Home,Worcestershire,Local Authority,West Midlands,3
SC041920,Further Education College,Cheshire East,Voluntary,North West,331
SC062851,Further Education College,Hampshire,Voluntary,South East,80
SC377848,Further Education College,Kent,Private,South East,165
SC055672,Further Education College,Lincolnshire,Voluntary,East Midlands,102
SC061362,Further Education College,Swindon,Private,South West,3
SC060044,Independent Fostering Agency,Birmingham,Private,West Midlands,0
SC033219,Independent Fostering Agency,Bolton,Private,North West,0
SC442553,Independent Fostering Agency,Bournemouth,Private,South West,0
SC389720,Independent Fostering Agency,Bristol City,Private,South West,0
SC470458,Independent Fostering Agency,Bristol City,Private,South West,0
SC067361,Independent Fostering Agency,Buckinghamshire,Voluntary,South East,0
SC053946,Independent Fostering Agency,Calderdale,Private,Yorkshire and The Humber,0
SC468924,Independent Fostering Agency,Cumbria,Private,North West,0
SC469688,Independent Fostering Agency,Essex,Private,East of England,0
SC375553,Independent Fostering Agency,Hampshire,Private,South East,0
SC039572,Independent Fostering Agency,Hampshire,Voluntary,South East,0
SC035553,Independent Fostering Agency,Hillingdon,Private,London,0
SC402560,Independent Fostering Agency,Hounslow,Private,London,0
SC036366,Independent Fostering Agency,Kent,Private,South East,0
SC036488,Independent Fostering Agency,Kent,Private,South East,0
SC036540,Independent Fostering Agency,Kent,Private,South East,0
SC043609,Independent Fostering Agency,Kent,Private,South East,0
SC047407,Independent Fostering Agency,Kent,Private,South East,0
SC363485,Independent Fostering Agency,Kent,Private,South East,0
SC387213,Independent Fostering Agency,Lancashire,Voluntary,North West,0
SC437372,Independent Fostering Agency,North Somerset,Voluntary,South West,0
SC040468,Independent Fostering Agency,Reading,Voluntary,South East,0
SC060698,Independent Fostering Agency,Sheffield,Voluntary,Yorkshire and The Humber,0
SC034004,Independent Fostering Agency,South Gloucestershire,Voluntary,South West,0
SC067795,Independent Fostering Agency,Stockport,Private,North West,0
SC067391,Independent Fostering Agency,Surrey,Private,South East,0
SC360287,Independent Fostering Agency,Wiltshire,Private,South West,0
SC453308,Independent Fostering Agency,Worcestershire,Voluntary,West Midlands,0
SC452715,Residential Family Centre,Redbridge,Private,London,7
SC481062,Residential Family Centre,Trafford,Private,North West,7
SC044415,Independent Fostering Agency,Milton Keynes,Private,South East,0
SC480086,Children's Home,Essex,Private,East of England,6
SC405649,Children's Home,Gloucestershire,Private,South West,3
SC038827,Children's Home,Hampshire,Local Authority,South East,6
SC408655,Children's Home,Hampshire,Private,South East,7
SC457430,Children's Home,Hartlepool,Private,North East,3
SC402406,Children's Home,Herefordshire,Private,West Midlands,3
SC382138,Children's Home,Hertfordshire,Local Authority,East of England,7
SC444176,Children's Home,Hertfordshire,Local Authority,East of England,4
SC068511,Children's Home,Kent,Local Authority,South East,6
SC023651,Children's Home,Kent,Private,South East,8
SC023736,Children's Home,Kent,Private,South East,3
SC023739,Children's Home,Kent,Private,South East,3
SC023740,Children's Home,Kent,Private,South East,3
SC023743,Children's Home,Kent,Private,South East,3
SC030797,Children's Home,Kent,Private,South East,9
SC062931,Children's Home,Kent,Private,South East,3
SC063689,Children's Home,Kent,Private,South East,6
SC473877,Children's Home,Kent,Private,South East,2
SC037327,Children's Home,Kent,Voluntary,South East,8
SC065129,Children's Home,Kent,Voluntary,South East,6
SC456474,Children's Home,Kingston upon Hull,Private,Yorkshire and The Humber,6
SC423606,Children's Home,Kingston upon Thames,Private,London,7
SC062248,Children's Home,Knowsley,Private,North West,4
SC039183,Children's Home,Lancashire,Local Authority,North West,4
SC039243,Children's Home,Lancashire,Local Authority,North West,8
SC006013,Children's Home,Lancashire,Private,North West,1
SC006017,Children's Home,Lancashire,Private,North West,1
SC400219,Children's Home,Lancashire,Private,North West,5
SC412971,Children's Home,Lancashire,Private,North West,4
SC475748,Children's Home,Lancashire,Private,North West,7
SC033371,Children's Home,Leeds,Local Authority,Yorkshire and The Humber,12
SC066458,Children's Home,Leeds,Private,Yorkshire and The Humber,3
SC032300,Children's Home,Leicestershire,Local Authority,East Midlands,7
SC378600,Children's Home,Leicestershire,Private,East Midlands,4
SC457776,Children's Home,Leicestershire,Private,East Midlands,3
SC025664,Children's Home,Lewisham,Private,London,3
SC060759,Children's Home,Lewisham,Voluntary,London,6
SC043255,Children's Home,Lincolnshire,Local Authority,East Midlands,6
SC367462,Children's Home,Lincolnshire,Private,East Midlands,3
SC367465,Children's Home,Lincolnshire,Private,East Midlands,3
SC025409,Children's Home,Liverpool,Private,North West,3
SC431603,Children's Home,Liverpool,Private,North West,3
SC429189,Children's Home,Manchester,Private,North West,5
SC460740,Children's Home,Newham,Private,London,4
SC459168,Children's Home,Norfolk,Private,East of England,4
SC040191,Children's Home,Norfolk,Voluntary,East of England,4
SC060743,Children's Home,Norfolk,Voluntary,East of England,4
SC412705,Children's Home,North Tyneside,Local Authority,North East,2
SC034189,Children's Home,North Yorkshire,Local Authority,Yorkshire and The Humber,6
SC007956,Children's Home,North Yorkshire,Voluntary,Yorkshire and The Humber,6
SC457621,Children's Home,Northamptonshire,Private,East Midlands,3
SC468929,Children's Home,Northumberland,Local Authority,North East,4
SC065515,Children's Home,Northumberland,Private,North East,4
SC424348,Children's Home,Nottingham City,Local Authority,East Midlands,2
SC414296,Children's Home,Nottingham City,Private,East Midlands,3
SC466284,Children's Home,Nottinghamshire,Voluntary,East Midlands,7
SC363403,Children's Home,Lincolnshire,Private,East Midlands,4
SC064836,Children's Home,Rochdale,Private,North West,2
SC357468,Children's Home,Rochdale,Private,North West,1
SC413779,Children's Home,Rochdale,Private,North West,2
SC037371,Children's Home,Rotherham,Local Authority,Yorkshire and The Humber,5
SC040509,Children's Home,Salford,Local Authority,North West,3
SC405713,Children's Home,Sandwell,Private,West Midlands,3
SC356868,Children's Home,Sheffield,Local Authority,Yorkshire and The Humber,5
SC020602,Children's Home,Shropshire,Private,West Midlands,6
SC020606,Children's Home,Shropshire,Private,West Midlands,3
SC372613,Children's Home,Shropshire,Private,West Midlands,2
SC372664,Children's Home,Shropshire,Private,West Midlands,1
SC441080,Children's Home,Shropshire,Private,West Midlands,3
SC476236,Children's Home,Shropshire,Private,West Midlands,4
SC016124,Children's Home,Somerset,Private,South West,3
SC067561,Children's Home,South Gloucestershire,Private,South West,3
SC477853,Children's Home,St. Helens,Private,North West,2
SC028905,Children's Home,Staffordshire,Local Authority,West Midlands,5
SC062464,Children's Home,Staffordshire,Private,West Midlands,3
SC063285,Children's Home,Staffordshire,Private,West Midlands,3
SC064027,Children's Home,Staffordshire,Private,West Midlands,6
SC398385,Children's Home,Staffordshire,Private,West Midlands,3
SC425859,Children's Home,Staffordshire,Private,West Midlands,3
SC440170,Children's Home,Staffordshire,Private,West Midlands,3
SC475323,Children's Home,Staffordshire,Private,West Midlands,3
SC025715,Children's Home,Stockport,Voluntary,North West,3
SC025740,Children's Home,Stockport,Voluntary,North West,6
SC035387,Children's Home,Stockton on Tees,Local Authority,North East,6
SC442886,Children's Home,Stockton on Tees,Local Authority,North East,4
SC369825,Children's Home,Stoke on Trent,Local Authority,West Midlands,2
SC369840,Children's Home,Stoke on Trent,Local Authority,West Midlands,2
SC458025,Children's Home,Stoke on Trent,Local Authority,West Midlands,2
SC362170,Children's Home,Stoke on Trent,Private,West Midlands,3
SC063110,Children's Home,Suffolk,Local Authority,East of England,5
SC464759,Children's Home,Derbyshire,Private,East Midlands,4
SC476332,Children's Home,Derbyshire,Private,East Midlands,6
SC066179,Children's Home,Devon,Private,South West,5
SC407753,Children's Home,Devon,Private,South West,4
SC408149,Children's Home,Devon,Private,South West,2
SC433286,Children's Home,Devon,Private,South West,2
SC458431,Children's Home,Devon,Private,South West,5
SC469994,Children's Home,Devon,Private,South West,16
SC034686,Children's Home,Durham,Local Authority,North East,5
SC035137,Children's Home,Durham,Local Authority,North East,3
SC451079,Children's Home,Durham,Private,North East,7
SC457855,Children's Home,Durham,Private,North East,3
SC028536,Children's Home,East Sussex,Private,South East,2
SC068559,Children's Home,East Sussex,Private,South East,16
SC044963,Children's Home,Essex,Local Authority,East of England,16
SC016697,Children's Home,Gloucestershire,Private,South West,4
SC067989,Children's Home,Gloucestershire,Private,South West,4
SC062537,Children's Home,Halton,Local Authority,North West,4
SC064569,Children's Home,Harrow,Private,London,5
SC037152,Children's Home,Havering,Private,London,10
SC457632,Children's Home,Herefordshire,Private,West Midlands,4
SC379199,Children's Home,Hertfordshire,Local Authority,East of England,7
SC032600,Children's Home,Hounslow,Local Authority,London,5
SC399866,Children's Home,Isle of Wight,Private,South East,8
SC368763,Children's Home,Kent,Local Authority,South East,6
SC470513,Children's Home,Kent,Local Authority,South East,52
SC023637,Children's Home,Kent,Private,South East,10
SC024092,Children's Home,Kent,Private,South East,2
SC066185,Children's Home,Kent,Private,South East,5
SC390156,Children's Home,Kent,Private,South East,3
SC408584,Children's Home,Kent,Private,South East,3
SC034706,Children's Home,Kingston upon Hull,Local Authority,Yorkshire and The Humber,5
SC039100,Children's Home,Kingston upon Hull,Local Authority,Yorkshire and The Humber,4
SC033367,Children's Home,Kirklees,Local Authority,Yorkshire and The Humber,6
SC037657,Children's Home,Knowsley,Local Authority,North West,3
SC454035,Children's Home,Knowsley,Private,North West,6
SC409738,Children's Home,Knowsley,Voluntary,North West,4
SC022779,Children's Home,Lambeth,Private,London,3
SC035439,Children's Home,Lancashire,Local Authority,North West,6
SC039673,Children's Home,Lancashire,Local Authority,North West,6
SC009648,Children's Home,Lancashire,Private,North West,3
SC034944,Children's Home,Lancashire,Private,North West,4
SC058429,Children's Home,Lancashire,Private,North West,7
SC062268,Children's Home,Lancashire,Private,North West,3
SC063959,Children's Home,Lancashire,Private,North West,3
SC362135,Children's Home,Lancashire,Private,North West,6
SC368329,Children's Home,Lancashire,Private,North West,2
SC403937,Children's Home,Lancashire,Private,North West,2
SC469140,Children's Home,Lancashire,Private,North West,4
SC475742,Children's Home,Lancashire,Private,North West,9
SC039070,Children's Home,Stockport,Local Authority,North West,5
SC008607,Children's Home,Stockport,Private,North West,2
SC436559,Children's Home,Stockport,Private,North West,5
SC025744,Children's Home,Stockport,Voluntary,North West,6
SC456710,Children's Home,Stockton on Tees,Local Authority,North East,4
SC480594,Children's Home,Staffordshire,Private,West Midlands,4
SC008271,Children's Home,Stoke on Trent,Private,West Midlands,2
SC068770,Children's Home,Suffolk,Private,East of England,4
SC429769,Children's Home,Suffolk,Private,East of England,6
SC032772,Children's Home,Tameside,Local Authority,North West,5
SC020545,Children's Home,Telford & Wrekin,Private,West Midlands,5
SC050418,Children's Home,Telford & Wrekin,Private,West Midlands,2
SC397933,Children's Home,Telford & Wrekin,Private,West Midlands,2
SC456863,Children's Home,Torbay,Private,South West,1
SC420303,Children's Home,Tower Hamlets,Private,London,5
SC036735,Children's Home,Waltham Forest,Local Authority,London,8
SC032468,Children's Home,Waltham Forest,Private,London,4
