time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percent
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement ends due to child's behaviour,3640,10
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Change in the status of a placement only,7180,20
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Change to/Implementation of care plan,12480,34
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Child requests placement to end,1130,3
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Custody,10,k
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Other,7480,21
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Resignation or closure of provision,220,1
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Responsible/Area authority requests placement to end,460,1
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Standards of care concern,390,1
2022,Reporting year,National,E92000001,England,Placement type,Other placements,All Placements,1810,3
2022,Reporting year,National,E92000001,England,Placement type,Other placements,Allegation (s47),10,k
2022,Reporting year,National,E92000001,England,Placement type,Other placements,Approval removed,20,1
2022,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement end other than due to child's behaviour,60,3
2022,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement ends due to child's behaviour,90,5
2022,Reporting year,National,E92000001,England,Placement type,Other placements,Change in the status of a placement only,620,34
2022,Reporting year,National,E92000001,England,Placement type,Other placements,Change to/Implementation of care plan,510,28
2022,Reporting year,National,E92000001,England,Placement type,Other placements,Child requests placement to end,30,2
2022,Reporting year,National,E92000001,England,Placement type,Other placements,Custody,c,c
2022,Reporting year,National,E92000001,England,Placement type,Other placements,Other,430,23
2022,Reporting year,National,E92000001,England,Placement type,Other placements,Resignation or closure of provision,c,c
2022,Reporting year,National,E92000001,England,Placement type,Other placements,Responsible/Area authority requests placement to end,20,1
2022,Reporting year,National,E92000001,England,Placement type,Other placements,Standards of care concern,20,1
2022,Reporting year,National,E92000001,England,Placement type,Other placements in the community,All Placements,1690,3
2022,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Allegation (s47),c,c
2022,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Approval removed,c,c
2022,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement end other than due to child's behaviour,40,2
2022,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement ends due to child's behaviour,150,9
2022,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change in the status of a placement only,120,7
2022,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change to/Implementation of care plan,550,33
2022,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Child requests placement to end,170,10
2022,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Custody,20,1
2022,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Other,560,33
2022,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Resignation or closure of provision,10,1
2022,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Responsible/Area authority requests placement to end,50,3
2022,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Standards of care concern,10,1
2022,Reporting year,National,E92000001,England,Placement type,Other residential settings,All Placements,2530,5
2022,Reporting year,National,E92000001,England,Placement type,Other residential settings,Allegation (s47),c,c
2022,Reporting year,National,E92000001,England,Placement type,Other residential settings,Approval removed,10,k
2022,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement end other than due to child's behaviour,100,4
2022,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement ends due to child's behaviour,60,2
2022,Reporting year,National,E92000001,England,Placement type,Other residential settings,Change in the status of a placement only,170,7
2022,Reporting year,National,E92000001,England,Placement type,Other residential settings,Change to/Implementation of care plan,1300,51
2022,Reporting year,National,E92000001,England,Placement type,Other residential settings,Child requests placement to end,20,1
2022,Reporting year,National,E92000001,England,Placement type,Other residential settings,Custody,30,1
2022,Reporting year,National,E92000001,England,Placement type,Other residential settings,Other,760,30
2022,Reporting year,National,E92000001,England,Placement type,Other residential settings,Resignation or closure of provision,20,1
2022,Reporting year,National,E92000001,England,Placement type,Other residential settings,Responsible/Area authority requests placement to end,40,2
2022,Reporting year,National,E92000001,England,Placement type,Other residential settings,Standards of care concern,20,1
2022,Reporting year,National,E92000001,England,Placement type,Placed for adoption,All Placements,370,1
2022,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Allegation (s47),0,0
2022,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Approval removed,0,0
2022,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Carer requests placement end other than due to child's behaviour,30,8
2022,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Carer requests placement ends due to child's behaviour,10,4
2022,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Change in the status of a placement only,120,32
2022,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Change to/Implementation of care plan,100,26
2022,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Child requests placement to end,0,0
2022,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Custody,0,0
2022,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Other,70,19
2022,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Resignation or closure of provision,c,c
2022,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Responsible/Area authority requests placement to end,40,11
2022,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Standards of care concern,0,0
2022,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,All Placements,3610,6
2022,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Allegation (s47),50,1
2022,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Approval removed,50,1
2022,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Carer requests placement end other than due to child's behaviour,70,2
2022,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Carer requests placement ends due to child's behaviour,120,3
2022,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Change in the status of a placement only,1040,29
2022,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Change to/Implementation of care plan,1230,34
2022,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Child requests placement to end,120,3
2022,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Custody,10,k
2022,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Other,680,19
2022,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Resignation or closure of provision,c,c
2022,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Responsible/Area authority requests placement to end,130,4
