time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,placement_stability,number,percentage
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CLA on 31 March,With 3 or more placements during the year,58,10
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",400,70
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,571,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA 2 years on 31 March,Total children,1008,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,210,21
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA on 31 March,Total children,1373,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA on 31 March,With 3 or more placements during the year,158,12
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",147,67
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,218,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA 2 years on 31 March,Total children,449,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,108,24
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA on 31 March,Total children,650,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA on 31 March,With 3 or more placements during the year,54,8
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",121,75
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,162,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CLA 2 years on 31 March,Total children,316,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,59,19
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CLA on 31 March,Total children,430,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CLA on 31 March,With 3 or more placements during the year,46,11
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",152,73
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,208,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA 2 years on 31 March,Total children,467,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,101,22
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA on 31 March,Total children,627,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA on 31 March,With 3 or more placements during the year,56,9
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",178,70
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,256,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA 2 years on 31 March,Total children,458,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,73,16
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA on 31 March,Total children,612,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA on 31 March,With 3 or more placements during the year,57,9
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,9,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA 2 years on 31 March,Total children,16,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,c,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA on 31 March,Total children,25,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA on 31 March,With 3 or more placements during the year,c,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",152,70
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,217,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA 2 years on 31 March,Total children,499,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,99,20
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA on 31 March,Total children,722,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA on 31 March,With 3 or more placements during the year,63,9
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",136,70
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,195,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,CLA 2 years on 31 March,Total children,384,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,100,26
