LA,LA Name,ReturnStatus,Line,S52 Line Reference,Own Provision (y),Private (z(i)),Other Public (z(ii)),Voluntary (z(iii)),Total Expenditure (k),Income (l),NET Current Expenditure (m),Govt. Grants Inside AEF (n),Govt. Grants Outside AEF (o),LEA NET Revenue Expenditure (p)
212,Wandsworth,Submitted,33,Other children's and families services,1637575.02,0,0,0,1637575.02,72874,1564701.02,0,158979,1405722.02
212,Wandsworth,Submitted,34,Total Other Children's and Families Services,3757393.06,0,0,0,3757393.06,102892,3654501.06,0,158979,3495522.06
212,Wandsworth,Submitted,35,Children's and young people's plan,2468.06,0,0,0,2468.06,0,2468.06,0,0,2468.06
212,Wandsworth,Submitted,36,Partnership costs,0,0,0,0,0,0,0,0,0,0
212,Wandsworth,Submitted,37,Central commissioning function,0,0,0,0,0,0,0,0,0,0
212,Wandsworth,Submitted,38,Total Children's Services Strategy,2468.06,0,0,0,2468.06,0,2468.06,0,0,2468.06
212,Wandsworth,Submitted,39,Commissioning and social work,10437611.4,0,0,0,10437611.4,0,10437611.4,0,160485,10277126.4
212,Wandsworth,Submitted,40,Child Trust Fund Top Ups,0,0,0,0,0,0,0,0,0,0
212,Wandsworth,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",3145634,0,0,486000,3631634,114498,3517136,0,222256,3294880
212,Wandsworth,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",1718666,0,0,0,1718666,114910,1603756,0,67317,1536439
212,Wandsworth,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",0,0,0,0,0,0,0,0,0,0
212,Wandsworth,Submitted,44,Teenage pregnancy services,536892,0,0,0,536892,0,536892,0,360260,176632
212,Wandsworth,Submitted,45,Connexions,1707997,0,0,0,1707997,0,1707997,0,0,1707997
212,Wandsworth,Submitted,46,Student support/including mandatory awards,265625.3,0,0,0,265625.3,0,265625.3,0,29323,236302.3
212,Wandsworth,Submitted,47,Unknown,7374814.3,0,0,486000,7860814.3,229408,7631406.3,0,679156,6952250.3
212,Wandsworth,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
212,Wandsworth,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,51202441.82,917218,50285223.82,,,
212,Wandsworth,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,51202441.82,917218,50285223.82,,,
212,Wandsworth,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,6332571.5,,,,,
212,Wandsworth,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,5350300,,,,,
213,Westminster,Submitted,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
213,Westminster,Submitted,2,Youth offender teams,865638,0,0,0,865638,12580,853058,345940,0,507118
213,Westminster,Submitted,3,Other Youth Justice service,0,368532,0,0,368532,50150,318382,0,0,318382
213,Westminster,Submitted,4,Total Youth Justice,865638,368532,0,0,1234170,62730,1171440,345940,0,825500
213,Westminster,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,58891,0,0,0,58891,0,58891,56568,0,2323
213,Westminster,Submitted,6,Spend by individual Sure Start Children's Centres,3720116,0,0,0,3720116,2387,3717729,3714461,0,3268
213,Westminster,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,2212603,457772,0,0,2670375,0,2670375,1311265,683435,675675
213,Westminster,Submitted,8,Total Sure Start Children's Centres,5991610,457772,0,0,6449382,2387,6446995,5082294,683435,681266
213,Westminster,Submitted,9,Residential care,2393279,538104,0,0,2931383,90183,2841200,0,0,2841200
213,Westminster,Submitted,10,Fostering services,2996391,2342970,0,0,5339361,5531,5333830,0,0,5333830
213,Westminster,Submitted,11,Other children looked after services,2731164,40493,0,0,2771657,520,2771137,0,0,2771137
213,Westminster,Submitted,12,Secure accommodation (welfare),42254,24998,0,0,67252,0,67252,0,0,67252
213,Westminster,Submitted,13,Short breaks (respite) for looked after children,819331,222500,0,0,1041831,0,1041831,0,222500,819331
213,Westminster,Submitted,14,Children placed with family and friends,365532,10830,0,0,376362,0,376362,0,0,376362
213,Westminster,Submitted,15,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
213,Westminster,Submitted,16,Education of looked after children,449629,0,0,0,449629,0,449629,0,0,449629
213,Westminster,Submitted,17,Leaving care support services,594512,847917,0,0,1442429,3795,1438634,0,0,1438634
213,Westminster,Submitted,18,Asylum seeker services - children,653363,185459,0,0,838822,157182,681640,338278,0,343362
213,Westminster,Submitted,19,Total Children Looked After,11045455,4213271,0,0,15258726,257211,15001515,338278,222500,14440737
213,Westminster,Submitted,20,Child death review processes,18975,0,0,0,18975,18975,0,0,0,0
213,Westminster,Submitted,21,LA functions in relation to child protection,5978250,37166,0,0,6015416,4000,6011416,0,200000,5811416
213,Westminster,Submitted,22,Local safeguarding childrens board,57021,10000,0,0,67021,67942,-921,0,0,-921
213,Westminster,Submitted,23,Total Children and Young People's Safety,6054246,47166,0,0,6101412,90917,6010495,0,200000,5810495
213,Westminster,Submitted,24,Direct payments,124806,0,0,0,124806,6679,118127,0,0,118127
213,Westminster,Submitted,25,Short breaks (respite) for disabled children,65602,389797,0,0,455399,1860,453539,410138,0,43401
213,Westminster,Submitted,26,Home care services,0,0,0,0,0,0,0,0,0,0
213,Westminster,Submitted,27,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
213,Westminster,Submitted,28,Other family support services,2485833,2953835,0,0,5439668,18400,5421268,493393,532931,4394944
213,Westminster,Submitted,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
213,Westminster,Submitted,30,Total Family Support Services,2676241,3343632,0,0,6019873,26939,5992934,903531,532931,4556472
213,Westminster,Submitted,31,Adoption services,1673613,10994,0,0,1684607,47935,1636672,0,0,1636672
213,Westminster,Submitted,32,Special guardianship support,0,0,0,0,0,0,0,0,0,0
213,Westminster,Submitted,33,Other children's and families services,1651226,0,0,0,1651226,0,1651226,5839,54674,1590713
213,Westminster,Submitted,34,Total Other Children's and Families Services,3324839,10994,0,0,3335833,47935,3287898,5839,54674,3227385
213,Westminster,Submitted,35,Children's and young people's plan,271872,0,0,0,271872,0,271872,0,0,271872
213,Westminster,Submitted,36,Partnership costs,79326,0,0,0,79326,72972,6354,0,0,6354
213,Westminster,Submitted,37,Central commissioning function,2914870,97006,0,0,3011876,16025,2995851,23641,66565,2905645
213,Westminster,Submitted,38,Total Children's Services Strategy,3266068,97006,0,0,3363074,88997,3274077,23641,66565,3183871
213,Westminster,Submitted,39,Commissioning and social work,8437167,24752,0,0,8461919,315492,8146427,336531,533913,7275983
213,Westminster,Submitted,40,Child Trust Fund Top Ups,0,0,0,0,0,0,0,0,0,0
213,Westminster,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",1923480,0,0,0,1923480,224555,1698925,0,0,1698925
213,Westminster,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",0,0,0,0,0,0,0,0,0,0
213,Westminster,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",0,0,0,0,0,0,0,0,0,0
213,Westminster,Submitted,44,Teenage pregnancy services,31993,0,0,0,31993,0,31993,0,0,31993
213,Westminster,Submitted,45,Connexions,0,0,0,0,0,0,0,0,0,0
213,Westminster,Submitted,46,Student support/including mandatory awards,0,0,0,0,0,0,0,0,0,0
213,Westminster,Submitted,47,Unknown,1955473,0,0,0,1955473,224555,1730918,0,0,1730918
213,Westminster,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
213,Westminster,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,52179862,1117163,51062699,,,
213,Westminster,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,52179862,1117163,51062699,,,
213,Westminster,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,1182151,,,,,
213,Westminster,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,862569,,,,,
301,Barking and Dagenham,Submitted,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,2,Youth offender teams,2300931.74,0,0,0,2300931.74,10691.44,2290240.3,1199490,0,1090750.3
301,Barking and Dagenham,Submitted,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,4,Total Youth Justice,2300931.74,0,0,0,2300931.74,10691.44,2290240.3,1199490,0,1090750.3
301,Barking and Dagenham,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,2702482.49,1935,0,0,2704417.49,62.5,2704354.99,1439692,0,1264662.99
301,Barking and Dagenham,Submitted,6,Spend by individual Sure Start Children's Centres,1973267.87,2765320.77,0,0,4738588.64,1100001.79,3638586.85,3432792.97,0,205793.88
301,Barking and Dagenham,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,2413473.93,261713.1,0,0,2675187.03,8810.5,2666376.53,2558736,0,107640.53
301,Barking and Dagenham,Submitted,8,Total Sure Start Children's Centres,7089224.29,3028968.87,0,0,10118193.16,1108874.79,9009318.37,7431220.97,0,1578097.4
301,Barking and Dagenham,Submitted,9,Residential care,0,6009516.51,0,30766,6040282.51,2029744.12,4010538.39,0,0,4010538.39
301,Barking and Dagenham,Submitted,10,Fostering services,4613572.26,1545537.65,0,2782293.57,8941403.48,18000,8923403.48,14951,0,8908452.48
301,Barking and Dagenham,Submitted,11,Other children looked after services,1781945.05,0,0,0,1781945.05,1268.3,1780676.75,0,0,1780676.75
301,Barking and Dagenham,Submitted,12,Secure accommodation (welfare),82.5,0,0,179193.56,179276.06,0,179276.06,0,0,179276.06
301,Barking and Dagenham,Submitted,13,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,14,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,15,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,16,Education of looked after children,166446.06,0,0,0,166446.06,0,166446.06,0,0,166446.06
301,Barking and Dagenham,Submitted,17,Leaving care support services,3434936.16,0,0,0,3434936.16,0,3434936.16,0,0,3434936.16
301,Barking and Dagenham,Submitted,18,Asylum seeker services - children,697589.35,0,0,0,697589.35,2140,695449.35,424472.75,0,270976.6
301,Barking and Dagenham,Submitted,19,Total Children Looked After,10694571.38,7555054.16,0,2992253.13,21241878.67,2051152.42,19190726.25,439423.75,0,18751302.5
301,Barking and Dagenham,Submitted,20,Child death review processes,0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,21,LA functions in relation to child protection,3352304.65,12020.48,0,0,3364325.13,220010,3144315.13,0,0,3144315.13
301,Barking and Dagenham,Submitted,22,Local safeguarding childrens board,296019.63,0,0,0,296019.63,157807,138212.63,0,0,138212.63
301,Barking and Dagenham,Submitted,23,Total Children and Young People's Safety,3648324.28,12020.48,0,0,3660344.76,377817,3282527.76,0,0,3282527.76
301,Barking and Dagenham,Submitted,24,Direct payments,0,301505.26,0,0,301505.26,0,301505.26,0,0,301505.26
301,Barking and Dagenham,Submitted,25,Short breaks (respite) for disabled children,1505492.49,0,0,0,1505492.49,91227.9,1414264.59,811094,0,603170.59
301,Barking and Dagenham,Submitted,26,Home care services,0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,27,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,28,Other family support services,1609726.33,82107.92,0,178150.55,1869984.8,5887.75,1864097.05,1342270,0,521827.05
301,Barking and Dagenham,Submitted,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,30,Total Family Support Services,3115218.82,383613.18,0,178150.55,3676982.55,97115.65,3579866.9,2153364,0,1426502.9
301,Barking and Dagenham,Submitted,31,Adoption services,2310397.56,0,0,0,2310397.56,4912.88,2305484.68,0,0,2305484.68
301,Barking and Dagenham,Submitted,32,Special guardianship support,0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,33,Other children's and families services,61868.41,464298.59,0,0,526167,1140.41,525026.59,0,0,525026.59
301,Barking and Dagenham,Submitted,34,Total Other Children's and Families Services,2372265.97,464298.59,0,0,2836564.56,6053.29,2830511.27,0,0,2830511.27
301,Barking and Dagenham,Submitted,35,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,36,Partnership costs,0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,37,Central commissioning function,2328531.62,0,0,0,2328531.62,194330.77,2134200.85,40000,0,2094200.85
301,Barking and Dagenham,Submitted,38,Total Children's Services Strategy,2328531.62,0,0,0,2328531.62,194330.77,2134200.85,40000,0,2094200.85
301,Barking and Dagenham,Submitted,39,Commissioning and social work,8120884.16,120736.9,0,469.64,8242090.7,230044.35,8012046.35,416040.01,0,7596006.34
301,Barking and Dagenham,Submitted,40,Child Trust Fund Top Ups,0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",2244161.99,0,0,766.58,2244928.57,265109.68,1979818.89,623103.04,0,1356715.85
301,Barking and Dagenham,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",623724.77,0,0,0,623724.77,0,623724.77,0,0,623724.77
301,Barking and Dagenham,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,44,Teenage pregnancy services,70407.83,0,0,0,70407.83,0,70407.83,0,0,70407.83
301,Barking and Dagenham,Submitted,45,Connexions,369591.16,1337133.76,0,0,1706724.92,0,1706724.92,0,0,1706724.92
301,Barking and Dagenham,Submitted,46,Student support/including mandatory awards,0,0,0,0,0,0,0,0,0,0
301,Barking and Dagenham,Submitted,47,Unknown,3307885.75,1337133.76,0,766.58,4645786.09,265109.68,4380676.41,623103.04,0,3757573.37
301,Barking and Dagenham,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
301,Barking and Dagenham,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,59051303.85,4341189.39,54710114.46,,,
301,Barking and Dagenham,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,59051303.85,4341189.39,54710114.46,,,
301,Barking and Dagenham,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,0,,,,,
301,Barking and Dagenham,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,0,,,,,
302,Barnet,Submitted,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
302,Barnet,Submitted,2,Youth offender teams,885278.54,54688,0,0,939966.54,103224.38,836742.16,0,256205.06,580537.1
302,Barnet,Submitted,3,Other Youth Justice service,309560.14,0,0,0,309560.14,75,309485.14,0,217287.36,92197.78
302,Barnet,Submitted,4,Total Youth Justice,1194838.68,54688,0,0,1249526.68,103299.38,1146227.3,0,473492.42,672734.88
302,Barnet,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,1451331.89,0,0,0,1451331.89,0,1451331.89,1451331.89,0,0
302,Barnet,Submitted,6,Spend by individual Sure Start Children's Centres,2861194.81,2442514.81,0,0,5303709.62,895497.68,4408211.94,4408211.94,0,0
302,Barnet,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,2237115.7,901127.5,427865.17,0,3566108.37,14586.54,3551521.83,3551521.83,0,0
302,Barnet,Submitted,8,Total Sure Start Children's Centres,6549642.4,3343642.31,427865.17,0,10321149.88,910084.22,9411065.66,9411065.66,0,0
302,Barnet,Submitted,9,Residential care,1801987.19,3163459.14,0,0,4965446.33,7227.71,4958218.62,0,0,4958218.62
